Unnamed: 0,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
41037,0,86,0,0.000666,0,0,3000.0,0.0
41038,0,45,0,0.075792,0,0,10000.0,4.0
41039,0,58,0,0.256642,0,0,5984.0,1.0
41040,0,54,0,0.523535,0,0,12300.0,1.0
41041,1,46,0,0.847424,0,0,4600.0,0.0
41042,0,58,0,0.334092,0,0,4833.0,1.0
41045,0,84,0,0.806384,0,0,2850.0,0.0
41047,1,53,0,0.242033,0,0,4800.0,1.0
41048,1,42,1,0.556563,0,1,10916.0,0.0
41049,0,57,0,0.425467,0,0,2300.0,0.0
41050,1,53,0,0.561371,1,0,9800.0,0.0
41051,0,77,0,0.002249,0,0,4000.0,0.0
41052,0,53,1,0.111778,0,0,5000.0,0.0
41053,0,69,0,0.01377,0,0,7334.0,0.0
41054,1,31,1,0.22699,0,0,4334.0,2.0
41055,0,39,0,0.483481,1,1,1240.0,2.0
41057,0,52,0,0.188901,0,0,12000.0,2.0
41058,0,53,1,0.510889,0,0,5509.0,1.0
41059,0,33,0,1.15443,0,0,2900.0,1.0
41061,1,55,0,0.0,1,0,1000.0,0.0
41063,0,60,0,0.144156,0,0,5500.0,0.0
41064,0,62,0,0.198882,0,0,6083.0,0.0
41065,0,67,0,0.353243,0,0,15000.0,0.0
41066,0,39,0,1.133284,0,0,5416.0,2.0
41068,1,29,0,0.294634,0,0,1937.0,0.0
41070,1,33,0,0.483303,0,0,5000.0,1.0
41071,0,44,0,0.154823,0,0,12200.0,2.0
41072,0,48,4,0.100707,0,0,14000.0,0.0
41074,0,70,0,0.015815,0,0,57666.0,0.0
41075,0,29,0,0.173413,0,0,2000.0,0.0
41076,0,53,0,0.18766,0,0,8200.0,1.0
41077,0,39,1,0.510784,0,0,6583.0,0.0
41078,0,43,0,0.369389,0,0,4677.0,2.0
41079,0,56,0,0.006461,1,0,13000.0,2.0
41080,1,49,0,0.464268,1,0,2000.0,0.0
41081,1,46,0,0.659083,0,1,2988.0,2.0
41083,0,33,1,0.321946,0,0,6000.0,2.0
41084,0,60,0,0.152928,0,0,6028.0,0.0
41086,0,50,0,0.248297,0,0,3962.0,0.0
41087,1,63,0,0.130775,0,0,3700.0,0.0
41088,1,51,0,0.627654,0,0,5416.0,2.0
41089,0,54,2,0.273415,0,0,12021.0,1.0
41091,0,45,0,0.486574,0,0,7410.0,2.0
41092,1,56,0,0.68304,0,0,6249.0,3.0
41095,0,46,0,0.332793,0,0,4320.0,2.0
41096,0,72,0,0.261116,0,0,15000.0,0.0
41099,0,54,0,0.519675,0,0,1600.0,1.0
41100,1,46,3,0.189524,2,0,6948.0,2.0
41101,0,37,0,0.286444,0,0,8416.0,1.0
41102,0,57,0,0.197506,0,0,2004.0,1.0
41103,1,47,0,0.216008,0,0,11693.0,0.0
41104,1,45,1,1.336655,0,0,5016.0,2.0
41105,0,63,0,0.496316,0,0,6920.0,0.0
41106,0,66,0,0.182493,0,0,6602.0,0.0
41107,1,60,4,0.661252,0,0,5416.0,0.0
41109,0,35,1,0.618532,0,0,5352.0,3.0
41110,1,54,0,0.361547,0,1,10833.0,2.0
41111,0,35,1,0.281261,0,0,8500.0,2.0
41112,0,72,0,0.05181,0,0,4998.0,0.0
41114,1,43,0,0.380252,0,0,8162.0,2.0
41115,1,64,0,0.0,0,0,9000.0,0.0
41116,0,56,0,0.456136,0,0,4000.0,0.0
41119,0,44,0,0.316912,0,0,15000.0,2.0
41120,1,55,0,0.685566,0,0,6560.0,1.0
41121,0,25,0,0.025541,0,0,1800.0,0.0
41122,0,75,0,0.417939,0,0,3600.0,1.0
41123,0,49,0,0.249432,0,0,11000.0,2.0
41124,0,35,0,0.277758,2,2,2800.0,4.0
41126,0,59,0,0.332875,0,0,10916.0,2.0
41127,0,64,0,0.017982,0,0,1000.0,0.0
41128,0,26,1,0.007576,2,0,2771.0,1.0
41129,0,85,0,0.0,0,0,4000.0,0.0
41130,0,62,0,0.392092,0,0,2427.0,0.0
41131,0,57,0,0.323487,0,0,12355.0,0.0
41132,0,44,0,0.003142,0,0,3500.0,1.0
41133,0,58,0,0.429409,0,0,7500.0,0.0
41134,0,63,1,0.488601,0,0,15308.0,2.0
41135,0,66,0,0.212517,0,0,16600.0,1.0
41136,0,57,0,0.309406,0,0,5878.0,0.0
41137,0,66,0,0.061135,0,0,5904.0,0.0
41138,0,35,0,0.360731,0,0,875.0,0.0
41139,1,42,2,0.691431,3,2,10350.0,2.0
41140,1,34,1,0.645771,0,0,6300.0,2.0
41141,1,62,0,0.569198,0,2,3330.0,1.0
41142,0,60,1,0.106533,0,0,13638.0,0.0
41143,0,41,0,0.633825,0,0,8200.0,0.0
41144,1,26,0,0.563576,0,0,1800.0,0.0
41145,0,30,0,0.34679,0,0,2600.0,0.0
41146,0,29,0,0.414891,0,0,3424.0,0.0
41147,0,66,0,0.248594,0,0,8358.0,0.0
41148,0,63,0,0.426257,0,0,10000.0,0.0
41149,1,57,2,0.748189,1,1,4141.0,1.0
41150,1,61,2,0.077981,0,0,4000.0,1.0
41151,0,50,0,0.237521,0,0,7792.0,0.0
41152,1,53,1,0.346685,0,0,2895.0,0.0
41154,0,54,0,0.461464,0,0,5150.0,0.0
41155,0,51,0,1.065292,0,0,3200.0,0.0
41156,1,32,2,0.193473,0,0,3400.0,0.0
41157,0,78,0,0.028418,1,0,1301.0,0.0
41158,0,59,0,0.19079,0,0,6666.0,0.0
41159,0,72,0,0.090372,0,0,10500.0,0.0
41160,1,54,7,0.128734,1,2,23000.0,1.0
41162,0,41,0,0.202177,0,0,4500.0,2.0
41163,1,47,1,0.210818,0,0,5416.0,1.0
41164,1,39,0,0.008482,1,0,3300.0,1.0
41165,0,40,0,0.043591,0,0,5000.0,2.0
41166,0,50,0,0.320998,0,0,9700.0,0.0
41167,1,49,5,0.443626,1,1,9773.0,0.0
41168,0,23,0,0.009135,0,0,1641.0,0.0
41169,1,53,0,0.044296,0,0,10000.0,0.0
41170,1,27,0,0.070419,0,2,7000.0,3.0
41171,0,66,1,0.076453,0,0,4250.0,1.0
41173,1,39,0,1607.0,0,0,0.0,2.0
41174,0,61,0,0.25281,0,0,6850.0,0.0
41175,0,57,1,0.326335,0,0,5000.0,0.0
41176,1,48,0,0.804021,0,0,9500.0,2.0
41177,0,37,1,1.236082,0,0,7166.0,0.0
41178,0,38,0,0.153103,0,0,18000.0,2.0
41180,0,38,1,0.447945,0,0,6665.0,0.0
41182,0,39,1,0.406919,0,0,5000.0,2.0
41183,0,62,0,0.320515,0,0,5200.0,1.0
41184,0,64,1,0.1295,0,0,3721.0,0.0
41185,1,70,2,1.103355,0,1,5901.0,0.0
41186,0,74,0,0.346493,0,0,16666.0,0.0
41187,0,59,0,0.990497,0,0,4524.0,2.0
41188,1,41,4,0.35055,0,1,3000.0,1.0
41189,0,42,0,0.21778,0,0,9403.0,2.0
41190,1,52,3,0.366497,1,0,6100.0,1.0
41191,1,36,0,0.493196,0,0,3600.0,0.0
41193,1,44,0,0.077185,0,1,5000.0,0.0
41196,0,72,0,0.210507,0,0,5500.0,1.0
41198,1,60,4,0.223464,0,0,3400.0,1.0
41199,0,58,0,0.17221,0,0,4900.0,1.0
41201,1,37,0,0.704574,0,0,4000.0,3.0
41202,0,71,0,0.456934,0,0,11876.0,0.0
41203,1,59,0,0.132475,0,0,6521.0,0.0
41205,0,55,0,0.419606,0,0,3600.0,0.0
41206,0,68,0,0.450089,0,0,6200.0,0.0
41207,1,54,0,0.359836,0,0,7080.0,0.0
41209,0,48,0,0.475652,0,0,8583.0,0.0
41210,0,42,0,0.629174,0,0,7965.0,3.0
41211,0,33,1,0.355432,0,0,4675.0,1.0
41212,0,37,0,0.014801,0,0,9120.0,4.0
41213,0,54,0,0.455315,0,0,6500.0,0.0
41214,0,30,0,0.095397,0,0,4800.0,0.0
41215,1,25,98,0.0,98,98,2200.0,0.0
41216,0,61,0,0.385461,0,0,10000.0,2.0
41217,0,53,2,0.456031,0,2,5139.0,0.0
41218,0,46,0,2441.0,0,0,1.0,2.0
41219,1,54,0,0.048167,4,1,3300.0,3.0
41220,1,33,1,0.413917,0,3,5000.0,2.0
41221,0,32,0,0.05794,0,0,5125.0,0.0
41223,0,40,0,0.088991,0,0,10000.0,0.0
41224,0,64,0,0.894316,0,0,3500.0,0.0
41226,1,33,0,0.208566,0,0,12000.0,1.0
41227,1,24,0,0.0,0,0,764.0,0.0
41228,0,56,0,0.258412,0,0,7340.0,2.0
41231,0,53,0,0.455574,0,0,5300.0,0.0
41232,0,60,0,0.202868,0,0,9902.0,1.0
41233,0,84,0,0.013995,0,0,3000.0,0.0
41234,0,27,0,0.154669,0,0,2430.0,0.0
41235,0,74,2,0.616192,0,0,2000.0,0.0
41236,0,61,0,1.021996,0,0,6000.0,0.0
41237,1,38,5,0.545038,0,0,4806.0,0.0
41239,1,49,1,0.24935,0,0,5000.0,2.0
41240,1,41,0,0.589184,0,0,6508.0,1.0
41241,1,40,0,0.605616,2,11,12000.0,0.0
41242,0,63,0,0.005198,0,0,2500.0,0.0
41244,0,25,1,0.39975,0,0,1600.0,1.0
41245,1,40,0,0.46703,0,0,5504.0,0.0
41247,0,81,0,0.384538,0,0,3000.0,0.0
41248,1,26,0,0.553815,0,0,3000.0,1.0
41249,0,59,0,0.500955,0,0,6279.0,0.0
41250,0,56,1,0.647238,0,0,2950.0,0.0
41251,1,52,0,0.466238,0,0,39333.0,3.0
41252,1,52,0,0.29238,0,0,6600.0,0.0
41253,0,55,0,0.45114,0,0,5392.0,2.0
41254,0,82,0,0.015925,0,0,4583.0,0.0
41255,1,58,5,1.445031,0,2,1136.0,3.0
41256,0,41,1,0.107505,0,0,7794.0,1.0
41257,1,43,0,0.275601,0,0,6200.0,0.0
41258,1,61,6,0.68135,0,2,3200.0,1.0
41259,0,26,0,0.059044,3,1,3200.0,0.0
41260,0,45,2,0.230043,0,0,6250.0,0.0
41261,1,58,0,0.277909,0,0,14000.0,2.0
41262,0,40,3,0.292902,0,0,3000.0,1.0
41263,1,35,0,0.552275,1,0,2505.0,2.0
41264,0,61,1,0.331767,0,0,10000.0,0.0
41266,1,41,0,0.579477,2,1,4667.0,1.0
41267,0,64,0,0.217004,0,0,2916.0,1.0
41268,0,84,0,0.006105,0,0,4749.0,0.0
41269,0,25,0,0.0,0,0,820.0,0.0
41271,1,57,1,0.401299,2,2,2000.0,2.0
41273,0,50,0,0.442956,0,0,33000.0,3.0
41274,0,57,0,0.451882,0,0,4675.0,0.0
41275,0,61,0,0.693793,0,0,5283.0,1.0
41276,0,76,1,0.604207,0,0,2566.0,0.0
41277,0,65,0,0.082479,0,0,8001.0,0.0
41279,0,61,2,0.70271,3,0,3504.0,2.0
41280,0,46,0,0.206566,0,0,12000.0,0.0
41281,0,27,0,0.0,0,0,1500.0,0.0
41282,1,42,98,0.0,98,98,7000.0,0.0
41285,1,48,0,1.663792,0,0,13333.0,1.0
41286,0,40,0,0.302566,0,0,3000.0,3.0
41287,0,61,0,0.542324,0,0,4500.0,0.0
41288,1,59,3,0.859725,0,5,6251.0,0.0
41289,1,36,1,0.171758,0,0,3993.0,1.0
41290,0,38,0,0.551835,0,0,5613.0,0.0
41291,0,41,0,0.275332,0,0,5200.0,0.0
41293,1,52,2,0.709525,0,2,3600.0,0.0
41294,0,46,0,0.075955,0,0,8583.0,2.0
41295,0,30,0,0.420672,0,0,2350.0,0.0
41296,0,75,0,0.173614,0,0,2470.0,0.0
41298,1,55,0,0.810278,0,0,3093.0,0.0
41299,1,29,1,0.150616,0,0,3000.0,2.0
41300,0,34,1,0.170604,0,0,5333.0,1.0
41301,0,50,0,0.294169,0,0,4612.0,0.0
41302,0,71,0,0.003135,0,0,1594.0,0.0
41303,1,29,0,0.206984,3,0,1975.0,2.0
41304,1,28,0,0.748663,0,0,4300.0,0.0
41305,0,44,1,0.042098,0,0,5700.0,0.0
41309,1,47,0,0.414955,0,0,9200.0,2.0
41310,1,49,0,0.162707,0,3,4166.0,0.0
41311,1,53,6,0.110773,1,1,12800.0,0.0
41314,1,65,0,0.226422,1,0,8333.0,1.0
41315,1,30,2,0.565359,1,2,4000.0,3.0
41316,0,81,0,0.188504,0,0,15500.0,1.0
41318,0,48,0,0.207827,0,1,7000.0,2.0
41319,0,37,0,611.0,0,0,0.0,0.0
41320,1,44,0,0.170576,0,1,7034.0,1.0
41321,0,64,0,0.287814,0,0,14425.0,0.0
41322,0,71,1,0.444311,0,0,5000.0,0.0
41323,1,52,1,0.589719,0,0,2100.0,1.0
41324,0,77,0,0.417474,0,0,5058.0,2.0
41325,0,51,0,0.033837,0,0,4166.0,2.0
41327,1,56,0,0.235558,0,0,6248.0,2.0
41328,0,31,0,0.310493,0,0,1400.0,0.0
41329,1,23,1,0.165889,0,0,1500.0,1.0
41330,0,27,1,0.124057,0,0,5166.0,0.0
41331,0,45,0,0.322698,0,0,11000.0,1.0
41332,0,49,0,0.406497,0,0,2400.0,0.0
41333,0,58,0,0.519566,0,0,5800.0,0.0
41334,0,65,0,1.036473,0,0,2823.0,0.0
41336,0,49,0,0.33856,0,0,8609.0,3.0
41337,0,29,0,0.068499,0,0,4583.0,0.0
41338,1,41,0,0.635673,0,0,3419.0,2.0
41340,1,51,1,0.038423,2,0,2992.0,3.0
41342,0,48,0,0.571077,0,0,4058.0,1.0
41345,1,31,0,0.008012,3,0,2745.0,3.0
41346,0,73,0,0.007664,0,0,3000.0,0.0
41347,0,63,0,0.548817,0,0,3000.0,0.0
41348,0,51,0,0.454532,0,0,6564.0,0.0
41351,0,34,1,0.327468,0,0,2329.0,0.0
41353,1,30,1,0.592613,0,1,3600.0,0.0
41354,1,60,1,0.305089,0,2,13323.0,0.0
41355,0,73,0,0.016959,0,0,10200.0,0.0
41356,1,73,0,0.460905,0,0,1700.0,0.0
41357,0,54,0,0.845065,0,0,2400.0,1.0
41358,0,73,0,0.208928,0,0,3292.0,0.0
41360,0,51,0,0.804428,0,0,3251.0,0.0
41361,0,40,1,0.279778,0,0,3416.0,2.0
41362,0,53,0,0.661482,0,0,9000.0,2.0
41363,0,53,0,0.057334,0,0,5842.0,0.0
41364,0,53,0,0.06453,0,0,6926.0,0.0
41366,0,51,0,0.194808,0,0,4352.0,0.0
41367,0,68,0,0.144647,0,0,7500.0,0.0
41369,0,46,0,0.335566,0,0,10000.0,0.0
41370,0,61,0,0.282747,0,0,6450.0,1.0
41371,0,72,0,1151.0,0,0,0.0,0.0
41372,0,50,1,0.08474,1,0,3020.0,0.0
41373,0,31,0,0.156197,0,0,4679.0,2.0
41375,0,54,0,0.276396,0,0,4583.0,0.0
41377,0,46,0,0.370347,0,0,4781.0,4.0
41378,0,23,0,0.229808,0,0,1200.0,0.0
41379,0,66,0,0.312363,0,0,4100.0,0.0
41381,0,43,0,0.478229,0,0,6774.0,2.0
41382,1,50,1,1.309871,1,0,2400.0,4.0
41384,0,33,0,0.265746,0,0,6080.0,1.0
41385,1,51,0,1925.0,0,0,0.0,2.0
41386,0,71,0,0.238244,0,0,6400.0,1.0
41387,1,46,0,0.624339,0,0,7000.0,1.0
41388,0,58,2,0.403401,0,0,7996.0,0.0
41389,0,54,0,0.328034,0,0,6666.0,4.0
41390,0,62,0,0.046291,0,0,11578.0,0.0
41393,0,44,0,0.27988,0,0,10332.0,0.0
41394,0,40,0,0.973805,0,0,5000.0,0.0
41395,0,44,1,0.550856,1,0,5200.0,4.0
41396,1,25,2,0.276308,0,0,1700.0,0.0
41397,1,75,0,0.086497,1,0,6716.0,1.0
41398,0,62,0,0.136775,0,0,6294.0,0.0
41399,1,47,0,0.12203,0,0,5555.0,2.0
41400,0,66,0,0.303139,0,0,5000.0,0.0
41401,0,48,0,0.270548,0,0,4671.0,1.0
41403,0,67,0,0.515448,0,0,8900.0,2.0
41404,1,60,0,0.337522,0,0,7400.0,2.0
41405,0,41,0,953.0,0,0,0.0,6.0
41406,0,47,0,0.033986,0,0,2500.0,0.0
41407,0,56,0,0.326087,0,0,6025.0,3.0
41408,0,55,0,0.890275,0,0,5850.0,0.0
41409,0,43,0,0.126973,0,0,8804.0,0.0
41410,1,47,0,0.31232,0,0,6233.0,2.0
41411,0,43,0,0.347696,0,0,11000.0,0.0
41412,1,36,2,0.670637,0,0,6800.0,2.0
41413,0,45,0,0.229026,0,0,11430.0,3.0
41414,0,48,0,1.091193,0,0,1600.0,0.0
41415,0,73,0,0.570327,0,0,11666.0,1.0
41417,1,31,3,0.035988,1,0,3000.0,0.0
41418,0,55,0,0.342444,0,0,8999.0,3.0
41419,0,53,1,0.162238,0,0,8166.0,1.0
41420,0,73,0,0.006952,0,0,10500.0,0.0
41421,1,26,1,0.120432,2,0,4350.0,1.0
41422,0,33,0,0.486777,0,0,8847.0,2.0
41423,0,64,0,0.214209,0,0,10260.0,2.0
41424,0,52,98,0.0,98,98,3700.0,0.0
41425,0,56,0,0.192774,0,0,7500.0,1.0
41426,0,64,0,0.268238,0,0,9800.0,2.0
41429,1,46,1,0.412248,0,1,5600.0,1.0
41430,0,51,0,0.821194,0,0,3500.0,1.0
41431,0,62,0,0.414195,0,0,3000.0,3.0
41432,1,49,2,0.216049,1,0,7900.0,2.0
41433,0,73,0,0.404888,0,0,3600.0,0.0
41434,1,34,0,0.025489,0,0,4550.0,1.0
41435,1,40,2,0.480458,0,1,5500.0,3.0
41436,0,58,0,0.0038,0,0,10000.0,2.0
41440,1,37,1,0.162893,4,3,3400.0,0.0
41441,0,38,0,0.709716,0,0,2500.0,2.0
41442,1,56,1,0.065459,1,0,5300.0,2.0
41443,1,38,0,0.447301,0,0,4667.0,1.0
41445,0,50,1,0.158184,0,0,10000.0,2.0
41446,0,23,0,0.035294,0,0,3229.0,0.0
41448,0,58,0,0.234231,0,0,8021.0,1.0
41449,0,72,1,0.198431,0,0,16700.0,0.0
41450,0,47,0,0.281944,0,1,5000.0,3.0
41451,0,41,2,0.0,0,0,4096.0,4.0
41452,1,36,1,0.599189,1,2,3205.0,2.0
41454,0,62,0,0.01949,0,0,2000.0,0.0
41455,0,42,0,1.057471,0,1,10700.0,3.0
41456,1,45,1,0.438956,0,0,2833.0,1.0
41458,0,64,0,0.205908,0,0,10324.0,1.0
41459,1,67,1,0.130543,0,0,1600.0,1.0
41460,0,77,1,0.153472,0,1,3700.0,0.0
41461,0,77,0,0.108011,0,0,8100.0,1.0
41462,0,97,0,0.201234,0,0,5833.0,0.0
41463,0,73,0,0.459439,0,0,2600.0,0.0
41464,1,51,0,0.132575,0,0,9850.0,0.0
41465,1,56,0,0.849036,0,0,933.0,0.0
41466,1,29,2,0.492923,0,1,1200.0,0.0
41467,1,75,0,0.507808,0,0,1600.0,0.0
41468,0,31,0,0.145639,0,0,7600.0,0.0
41469,1,73,1,1.118658,0,0,5932.0,1.0
41470,1,33,1,0.278039,1,0,3833.0,2.0
41471,1,50,0,0.281445,0,1,6256.0,0.0
41473,0,48,1,0.514868,0,0,7700.0,3.0
41474,0,74,0,0.131192,0,0,10800.0,0.0
41475,1,53,1,0.623127,2,2,3536.0,2.0
41476,0,63,1,0.218347,0,0,17517.0,0.0
41477,1,62,4,0.338386,3,0,7981.0,0.0
41479,0,45,0,0.338043,0,0,3750.0,0.0
41481,0,66,1,0.501363,0,0,5500.0,1.0
41482,0,56,0,0.073517,0,0,10500.0,0.0
41483,0,51,0,0.161811,0,0,10400.0,4.0
41484,0,58,0,0.537357,0,0,5500.0,1.0
41486,0,46,0,0.473064,0,0,1781.0,0.0
41487,1,52,3,0.344534,0,0,6933.0,2.0
41488,0,55,0,0.219372,0,0,11500.0,1.0
41489,1,36,3,0.199926,4,0,2700.0,3.0
41490,1,60,2,0.462719,0,0,2735.0,3.0
41491,1,33,0,0.078518,1,0,6800.0,4.0
41492,0,60,0,0.016728,0,0,20444.0,1.0
41494,0,34,0,0.069733,0,0,4760.0,0.0
41495,0,62,1,0.583403,0,0,6000.0,0.0
41497,0,36,0,0.403766,0,0,6000.0,0.0
41498,0,51,0,0.014457,0,0,3250.0,0.0
41501,0,44,0,0.445711,0,0,5000.0,0.0
41502,0,52,0,0.23327,0,0,8487.0,0.0
41503,1,35,1,0.0,0,0,3600.0,0.0
41504,1,53,6,0.535941,1,0,6134.0,3.0
41505,1,33,0,0.035663,0,0,700.0,0.0
41506,0,48,0,0.295769,0,0,10115.0,3.0
41507,1,28,0,0.009541,0,0,2200.0,0.0
41508,0,73,0,0.178068,0,0,3829.0,0.0
41509,0,60,0,0.0,0,0,3500.0,1.0
41511,0,63,0,0.766078,0,0,3000.0,1.0
41513,1,68,0,0.363624,0,0,7218.0,1.0
41514,1,31,3,0.623828,1,0,4800.0,0.0
41515,0,62,0,0.019996,0,0,5000.0,0.0
41516,0,51,0,0.228694,0,0,5373.0,0.0
41517,0,63,0,0.588332,0,0,4250.0,0.0
41518,0,46,0,0.189381,0,0,10301.0,2.0
41519,0,56,0,0.416717,0,0,5000.0,1.0
41522,0,63,1,0.59889,0,0,8650.0,2.0
41523,1,40,1,0.177265,3,0,3333.0,0.0
41524,0,38,2,0.319735,0,0,7083.0,0.0
41525,0,46,2,0.162413,0,0,7012.0,3.0
41526,1,27,0,0.526974,0,0,4800.0,0.0
41527,0,39,3,0.467979,0,0,3200.0,1.0
41528,1,62,0,0.713479,0,0,2833.0,1.0
41529,1,25,0,0.275886,0,0,1438.0,1.0
41530,0,45,0,0.248688,0,0,4000.0,0.0
41531,0,28,1,0.028918,0,0,2800.0,0.0
41532,0,39,0,0.725545,0,0,3209.0,2.0
41534,0,65,0,0.330889,0,0,7500.0,0.0
41535,0,74,0,0.0,0,0,4720.0,0.0
41536,0,42,0,0.081639,0,0,3000.0,0.0
41537,0,68,0,0.371451,0,0,2500.0,0.0
41538,1,23,0,0.00323,0,0,4333.0,0.0
41539,1,53,3,0.29363,1,0,4583.0,1.0
41540,1,47,1,1.489091,0,0,7470.0,3.0
41541,1,36,6,0.8008,1,1,4000.0,1.0
41542,1,56,2,0.484635,1,2,6800.0,2.0
41543,0,43,0,0.382784,0,0,9200.0,2.0
41544,0,27,1,0.03989,0,0,2907.0,0.0
41545,0,35,0,0.367502,0,0,4750.0,1.0
41546,0,27,0,0.002251,0,0,2665.0,0.0
41547,1,36,3,0.231943,1,1,2685.0,1.0
41548,0,63,0,0.255163,0,1,21158.0,0.0
41549,1,39,0,0.470272,0,0,35000.0,1.0
41550,0,41,0,1.317624,0,1,3500.0,0.0
41551,0,31,0,0.887351,0,0,2600.0,0.0
41553,0,65,0,0.315802,0,0,8080.0,0.0
41554,0,59,0,0.520959,0,0,7633.0,2.0
41555,1,57,0,0.564457,0,0,5491.0,1.0
41556,1,56,1,0.17604,3,3,5333.0,1.0
41557,0,49,0,0.002222,0,0,7200.0,0.0
41558,0,51,0,1.606994,0,0,1200.0,2.0
41559,0,61,0,0.652916,0,0,4508.0,0.0
41560,1,48,2,0.047097,0,0,4288.0,1.0
41561,0,36,0,0.361926,0,0,5420.0,3.0
41562,0,51,0,0.119535,0,0,11000.0,2.0
41563,1,55,1,0.970007,0,0,4000.0,1.0
41564,1,63,0,0.529815,0,0,2917.0,0.0
41565,0,58,0,0.133578,1,0,4633.0,1.0
41566,1,53,1,0.039461,2,0,7500.0,0.0
41567,1,27,0,0.231441,0,0,2289.0,0.0
41568,1,64,2,0.546542,1,1,4178.0,3.0
41569,0,37,0,0.091347,0,0,8100.0,1.0
41570,1,41,0,0.353858,0,0,2500.0,4.0
41571,1,46,1,0.571958,0,1,8900.0,0.0
41572,0,38,0,0.130569,0,0,6800.0,2.0
41573,1,45,2,0.297284,0,0,6000.0,1.0
41574,0,58,0,0.129731,2,0,4200.0,1.0
41575,0,40,1,0.477406,0,0,8032.0,0.0
41576,0,52,0,0.307397,0,0,4690.0,0.0
41577,0,47,0,0.827443,0,0,4583.0,2.0
41578,0,64,1,0.766465,0,0,4782.0,0.0
41579,0,61,0,0.501723,0,0,3192.0,0.0
41580,1,53,1,0.54562,0,1,8800.0,3.0
41581,0,67,0,0.165057,0,0,5900.0,1.0
41582,0,46,0,0.002166,0,0,6000.0,0.0
41583,1,36,0,0.60683,0,1,4450.0,2.0
41585,0,54,0,0.198904,0,0,11492.0,1.0
41586,0,38,0,0.478667,0,0,8343.0,3.0
41587,0,35,0,0.185227,0,0,4399.0,0.0
41588,0,60,0,0.093912,0,0,5600.0,0.0
41590,1,25,0,0.20117,1,0,2221.0,0.0
41591,1,36,0,0.38748,2,1,3705.0,0.0
41592,0,47,0,0.220695,0,0,4000.0,0.0
41594,0,59,1,0.192448,0,0,15307.0,1.0
41595,1,30,0,0.371512,0,0,2400.0,3.0
41596,0,59,0,0.387851,0,0,5300.0,0.0
41597,0,44,0,0.34946,0,0,2500.0,2.0
41598,0,42,1,0.132821,0,0,8582.0,1.0
41599,1,51,2,0.366156,0,0,10500.0,0.0
41600,0,60,0,0.474714,0,0,4547.0,1.0
41601,0,40,0,0.370195,0,0,7830.0,3.0
41603,1,31,1,0.189622,0,0,5800.0,0.0
41605,1,52,1,0.084746,1,0,7020.0,2.0
41606,1,31,1,0.017743,1,3,2817.0,0.0
41607,1,40,0,0.687469,0,0,6008.0,0.0
41608,0,35,0,0.289311,0,0,6473.0,0.0
41609,0,71,0,0.008282,0,0,5191.0,0.0
41610,1,30,3,0.30743,0,0,4400.0,0.0
41611,1,37,2,0.187355,1,1,8208.0,2.0
41612,0,44,0,0.09878,0,0,5000.0,0.0
41613,1,36,0,0.315245,0,0,2800.0,3.0
41614,0,47,0,0.225981,0,0,9075.0,2.0
41615,0,53,0,0.183602,0,0,10500.0,2.0
41616,1,30,0,0.143697,0,1,3910.0,3.0
41617,0,34,0,0.189788,0,0,3250.0,0.0
41618,0,28,0,0.012497,0,0,4000.0,1.0
41620,1,39,1,0.334955,0,0,3083.0,0.0
41621,0,62,0,0.364838,0,0,11267.0,0.0
41622,0,77,0,0.020993,0,0,3000.0,0.0
41623,0,68,0,0.548986,0,0,4684.0,0.0
41624,0,35,1,0.313486,0,0,4500.0,1.0
41625,1,48,1,0.115986,0,0,8000.0,1.0
41626,0,63,0,0.151732,0,0,10333.0,0.0
41628,1,30,3,0.191382,0,0,5360.0,2.0
41629,0,48,0,4.23588,0,0,300.0,5.0
41630,1,54,0,0.035394,0,0,9040.0,2.0
41631,0,51,3,0.541423,0,0,7350.0,0.0
41632,0,64,0,0.22758,0,0,4147.0,1.0
41633,0,55,1,0.215262,0,0,3000.0,0.0
41634,0,39,0,0.945622,0,0,2500.0,1.0
41635,0,69,0,0.443987,0,0,11666.0,0.0
41636,0,74,0,0.009047,0,0,10500.0,0.0
41637,0,67,0,0.181933,0,0,8744.0,1.0
41638,0,53,0,0.455674,0,0,9666.0,0.0
41640,1,24,0,0.0,1,0,1706.0,0.0
41645,1,28,1,1.046864,2,0,1386.0,0.0
41646,0,53,3,0.193322,0,2,5839.0,4.0
41647,1,40,3,0.947171,2,0,2668.0,1.0
41649,0,77,0,0.00627,0,0,3189.0,0.0
41650,0,46,0,0.528132,0,0,14200.0,3.0
41652,0,34,0,0.385406,0,0,4672.0,0.0
41654,1,51,1,0.440529,6,1,6725.0,2.0
41655,0,36,0,0.270811,0,0,12000.0,1.0
41657,0,25,2,0.156515,0,0,2708.0,1.0
41658,0,44,0,0.033193,0,0,5000.0,1.0
41659,1,47,1,0.012329,0,0,3000.0,2.0
41660,1,47,3,0.470153,1,1,9196.0,3.0
41661,0,56,0,0.274571,0,0,12422.0,1.0
41662,0,43,0,0.149026,0,0,7548.0,0.0
41663,0,50,0,0.157917,0,0,4666.0,0.0
41665,0,36,0,0.210303,0,0,4250.0,0.0
