heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
129.48445771923676,nominal3,nominal17,nominal24,3747,89.35113808952606,81.44098375660327,7,105,129,12.477354275917797,4993
127.99342541116702,nominal3,nominal18,nominal24,3716,89.42369418698189,81.42818514879762,8,105,129,12.355185084276222,5009
128.78,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,5000
129.05508878737282,nominal4,nominal18,nominal24,2516,84.0470164844786,86.9675706975378,5,105,130,11.513244919788226,5012
129.34810852930988,nominal4,nominal17,nominal24,2529,83.97708914370367,86.95930072185827,5,105,129,11.622025205163471,5002
129.050034519043,nominal3,nominal6,nominal24,2509,84.03163076355368,86.98119223694302,4,105,130,11.578436535511218,4988
128.78058146843492,nominal4,nominal16,nominal24,2507,84.06109469514305,87.01795813444572,5,105,130,11.47775411880254,5004
128.84,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.5,5000
128.41743011590134,nominal4,nominal6,nominal23,2489,83.94123910919312,87.04425454991625,4,105,130,11.45009000675691,5007
129.5524230427639,nominal4,nominal6,nominal24,4663,89.46819822468876,81.53335352295984,9,105,129,16.976288576633323,3496
127.9505526552707,nominal4,nominal14,nominal22,4650,89.41345706100414,81.5547963799729,10,105,129,17.081228579972887,3493
129.09579413848084,nominal4,nominal6,nominal23,4673,89.41962867209291,81.58090564512031,10,105,129,16.98257723425558,3510
128.87126326834905,nominal3,nominal10,nominal24,4667,89.4061346088216,81.50709026727321,9,105,130,17.03072128337893,3488
128.986288384733,nominal4,nominal17,nominal22,4662,89.5490820755828,81.51131849042213,9,105,130,16.85721524048878,3486
129.1586963791746,nominal4,nominal12,nominal22,4661,89.41521842923298,81.49746108317876,10,105,129,16.859183424094326,3511
128.97,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,5000
128.18988462720517,nominal4,nominal9,nominal22,2682,88.32526351126245,88.06189873312624,3,105,129,15.991070160787856,4989
128.97,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,5000
128.97369119730016,nominal4,nominal14,nominal24,2667,88.23878728426408,88.15056039691358,4,105,129,15.982953812710937,4993
128.97,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,5000
129.61061874791753,nominal4,nominal13,nominal24,2687,88.48808064759262,88.0131772396099,4,105,129,16.116378197933642,5006
129.01660707919325,nominal4,nominal17,nominal24,2967,83.92216610046025,87.08019219255526,6,105,130,10.453731976859288,4990
128.74177323083464,nominal4,nominal18,nominal23,2977,83.93686703500998,87.05981772255247,6,105,129,10.583388983159741,4986
129.61339193396572,nominal4,nominal13,nominal24,3002,83.97387530706615,87.06334702154726,5,105,130,10.611842847958782,5008
128.3693259133155,nominal4,nominal18,nominal24,2989,83.9769914508269,87.07488919387302,6,105,130,10.498632397409823,4992
129.17643852728975,nominal4,nominal15,nominal24,3016,84.06222629051804,87.03918733763629,5,105,130,10.575799616675251,5004
113.36,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.5,5000
129.07902430862904,nominal4,nominal14,nominal24,2496,84.00358531518931,87.01501123206388,4,105,130,13.873537106809989,4488
129.20919221216934,nominal4,nominal15,nominal23,2509,84.036284086032,86.97636317112968,4,105,129,14.040242359144465,4504
129.15151931467642,nominal4,nominal15,nominal24,2497,84.03360577527188,86.96835772801953,5,105,130,13.93368506470931,4515
129.66798000893726,nominal4,nominal6,nominal21,2501,84.0916580548319,86.93940936755725,4,105,130,14.020064330567417,4507
128.74429129728907,nominal3,nominal13,nominal24,2480,84.06300881929704,87.07206461880769,4,105,130,14.053297493193684,4499
128.39413490105576,nominal4,nominal7,nominal21,2516,83.98229682763859,86.99940118160741,4,105,129,14.131297754005026,4478
130.59776773706318,nominal4,nominal6,nominal22,4008,86.09318385771806,85.98073076562096,7,105,130,11.524451525151628,5005
129.01346381790816,nominal4,nominal14,nominal22,3982,86.05556596542912,86.02104249455552,8,105,130,11.473479270695927,5012
128.8462021214293,nominal4,nominal14,nominal22,4020,86.10044905347334,85.93797509625598,7,105,129,11.480053914026307,4990
129.16287225586575,nominal4,nominal14,nominal24,3997,85.92204438070209,86.04872046908385,8,105,129,11.595525072560791,4995
129.69790926999238,nominal3,nominal17,nominal24,3975,85.95375379516176,85.98681538653952,7,105,129,11.454289363520774,5012
129.9121677590247,nominal3,nominal16,nominal22,3988,86.06150784882915,86.05759532555362,8,105,129,11.594817952789624,5015
130.0086552239402,nominal3,nominal18,nominal22,4014,86.00546009224502,86.05352820602127,8,105,130,13.987443354704077,4504
129.740629882475,nominal4,nominal10,nominal24,4009,86.04576218556106,85.94056540363935,7,105,129,13.997986267642357,4502
129.96371620293226,nominal4,nominal12,nominal24,3998,85.9957940491783,86.01976560651306,8,105,129,13.995849400209782,4506
129.72,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,14.0,4500
130.5694415790167,nominal4,nominal11,nominal24,3995,85.99677050540546,86.02549686724524,8,105,129,14.14587692369487,4504
130.6666815934053,nominal4,nominal7,nominal22,3989,86.03630036883892,85.9738832635289,7,105,130,14.115146593306852,4495
112.05,nominal3,nominal7,nominal22,2996,84.0,87.0,6,105,130,12.0,4500
129.94,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,12.0,4500
128.6713596500985,nominal4,nominal6,nominal24,3026,83.90319456613624,86.86046586167474,6,105,130,11.920267657856865,4526
129.36339698473867,nominal3,nominal13,nominal22,3023,83.91660529707771,87.02499681895257,5,105,130,12.06116365201539,4511
129.63268550804148,nominal4,nominal6,nominal24,3012,83.96490904626587,87.04597413559043,6,105,129,11.910406909981031,4495
129.12860314218074,nominal4,nominal7,nominal24,2996,84.00461726349567,86.89499908676244,6,105,130,11.900982580297976,4495
130.54010337025187,nominal4,nominal13,nominal24,2682,88.2875637378727,88.00516005940874,3,105,129,19.002113177961043,4500
130.6802930230234,nominal3,nominal13,nominal24,2669,88.32825905390571,87.97311119413378,4,105,130,19.02213811770521,4505
130.02955169345915,nominal3,nominal12,nominal23,2694,88.26485913116876,88.12625055847788,3,105,129,18.95449875439876,4500
130.37,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.0,4500
129.60238037765774,nominal4,nominal13,nominal24,2698,88.29635998384987,88.02249406774011,4,105,130,18.947351595374165,4512
130.88487748613494,nominal4,nominal6,nominal24,2640,88.3441962790748,87.93532720607094,3,105,130,18.954076360247473,4479
130.4,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.5,5000
130.4131715931141,nominal4,nominal14,nominal21,2779,89.38218202119867,81.4829753803861,5,105,130,17.492249291744482,5007
130.1117342431856,nominal4,nominal17,nominal24,2776,89.44168342970552,81.4841820953113,6,105,130,17.419476876789254,5005
129.80927023343742,nominal3,nominal14,nominal24,2811,89.47473341323403,81.63080728830157,5,105,130,17.544687387717484,4988
130.65379819682738,nominal3,nominal7,nominal22,2799,89.32667147914945,81.52965988833789,6,105,129,17.572360483903154,4992
130.9938797999482,nominal4,nominal12,nominal22,2779,89.34153668236361,81.53968998861635,5,105,130,17.47143680274536,5019
130.6029517677246,nominal4,nominal17,nominal24,3221,88.46734493870954,87.96592935165357,6,105,129,15.072527143341157,4489
130.62069533583448,nominal3,nominal12,nominal24,3227,88.43299045510517,87.91249336460133,5,105,130,14.92652229138647,4500
130.8,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.0,4500
131.01645160507653,nominal4,nominal11,nominal24,3206,88.35065059336803,87.90438627967141,5,105,129,14.975310672749556,4507
131.42774973609679,nominal4,nominal14,nominal24,3247,88.34462034234855,87.99746461360911,6,105,130,14.941492223886007,4504
131.1173357229988,nominal4,nominal10,nominal22,3216,88.46392534719067,87.99608206805985,5,105,129,15.024075986670212,4487
131.02257000891652,nominal3,nominal18,nominal21,4668,89.40387076441097,81.45101131642777,10,105,130,14.488357426600025,3993
130.5419373314879,nominal4,nominal18,nominal24,4642,89.39641556761991,81.54806187479008,10,105,130,14.507405682414937,3982
130.90739662959814,nominal4,nominal6,nominal24,4666,89.31590661960807,81.55943460898796,10,105,129,14.49455182259667,3987
131.30922151645595,nominal4,nominal12,nominal24,4664,89.36364687457251,81.45863029093188,9,105,130,14.549919103289666,3993
131.02942385481197,nominal4,nominal14,nominal24,4658,89.43269221971401,81.50648289536346,9,105,130,14.43688286485907,3998
131.0,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.5,4000
131.98506404691943,nominal3,nominal10,nominal24,3216,88.38663546700755,88.03684246428482,5,105,130,16.93609708176177,4185
132.3494750572155,nominal4,nominal14,nominal22,3239,88.4006492203775,87.9430391704999,6,105,130,17.102682401838752,4218
131.7005332965291,nominal4,nominal6,nominal23,3216,88.4586126552333,87.983855187864,5,105,130,17.13470816916921,4195
132.75471714080027,nominal4,nominal12,nominal23,3221,88.41938694683573,88.06112510949808,6,105,129,17.170724228520044,4195
132.19339328990029,nominal4,nominal14,nominal24,3255,88.37646257038602,88.0456593938483,6,105,129,16.98377591015196,4196
131.92,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,4200
132.23359765440782,nominal3,nominal18,nominal24,4666,89.41609545010887,81.55144158195075,9,105,129,12.027110865667497,4503
131.38234246555638,nominal4,nominal9,nominal24,4650,89.46444600434795,81.38673488900932,9,105,129,12.145081122050671,4492
132.50514155250534,nominal4,nominal18,nominal23,4665,89.37177725884793,81.44120908291364,10,105,130,11.886252403809497,4514
131.95551127432756,nominal4,nominal17,nominal24,4646,89.28343804981027,81.49305888965912,10,105,130,12.095854147255261,4521
132.45893640481844,nominal4,nominal16,nominal24,4665,89.36739332411892,81.50744398198871,9,105,129,11.884005520103441,4477
132.01801632137344,nominal4,nominal13,nominal21,4689,89.42053852288124,81.56673144544237,9,105,130,11.991036060845696,4496
131.46389155116233,nominal4,nominal13,nominal21,3734,89.52560061838355,81.48130413784442,7,105,129,15.572312067192984,4503
131.97,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.5,4500
131.6642966818664,nominal3,nominal12,nominal24,3751,89.30178602743727,81.5090756998121,7,105,129,15.63951098339489,4513
131.89228188383495,nominal4,nominal6,nominal24,3702,89.46767481723435,81.44541655733747,7,105,130,15.495707775421794,4496
132.9248319289081,nominal4,nominal14,nominal23,3745,89.37693327180591,81.46934668181339,7,105,130,15.489740942812128,4496
132.6937584331599,nominal4,nominal17,nominal24,3700,89.4239350010665,81.4873588960845,7,105,129,15.474602233287701,4494
132.02,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.5,5000
131.7391950559301,nominal3,nominal6,nominal22,4638,89.4419802635442,81.61274726866857,10,105,129,9.57004434676489,4990
131.8555238304662,nominal4,nominal13,nominal24,4656,89.39182515883527,81.44356582606933,9,105,129,9.448792249092898,5014
132.50823830116798,nominal4,nominal6,nominal24,4644,89.37869148140481,81.42180973922957,9,105,129,9.46753397651846,4994
132.02,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.5,5000
131.80229489278992,nominal3,nominal6,nominal24,4672,89.38604902403594,81.53622567405567,9,105,130,9.429397977816215,4992
131.50412535997756,nominal4,nominal18,nominal24,2840,92.32866414819205,89.0008578258518,5,105,130,11.9814114142127,4991
115.76499999999999,nominal4,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,5000
131.78376394088312,nominal3,nominal7,nominal24,2897,92.4144391040744,89.02064750665662,4,105,130,11.893778875799661,5021
133.02716448391269,nominal3,nominal7,nominal22,2880,92.41721596953158,89.07326203717236,5,105,129,11.94538312638448,5014
131.99627407111578,nominal3,nominal6,nominal21,2874,92.44654591101468,88.9047375061405,4,105,129,12.030933880160857,5011
131.64576234887122,nominal4,nominal17,nominal23,2870,92.37209316067464,88.98444426841124,4,105,130,11.997046429235061,4998
139.64,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
120.44999999999999,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,5000
132.23,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
120.44999999999999,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
139.64,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
120.44999999999999,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,5000
133.30815600725555,nominal4,nominal5,nominal24,3011,83.97677033475664,86.90910957209495,5,105,129,15.112062483140122,4978
134.19253904889453,nominal3,nominal6,nominal24,3008,84.06548990982039,86.92148960704039,5,105,129,15.089979796860748,4984
131.53899175321698,nominal3,nominal17,nominal24,3007,83.89124285814049,86.96830203197318,6,105,130,14.975906645601716,4984
132.35,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,5000
131.65159523886402,nominal3,nominal14,nominal22,2996,84.07402553022538,87.00425151214891,5,105,130,15.077684046699721,5013
132.1448292139047,nominal3,nominal7,nominal24,3018,84.00525803463802,86.94759251374239,5,105,130,15.07507541515372,5004
132.01079436721525,nominal4,nominal11,nominal24,2147,88.37429099136011,88.03952854080227,4,105,130,18.989146494898197,5009
132.91453804688857,nominal4,nominal6,nominal24,2140,88.44176187907088,88.08272977548187,4,105,129,19.073811107722165,5017
131.40988193429374,nominal4,nominal6,nominal24,2146,88.4637712470404,87.94256665343164,4,105,130,18.91125585984752,4995
132.27223129657708,nominal3,nominal14,nominal24,2137,88.37249766650841,88.03787542343882,3,105,130,19.03166227614812,4988
132.89978908361536,nominal3,nominal6,nominal21,2174,88.47988657249292,87.93644773202148,4,105,129,19.022875370767625,5013
132.17847539001113,nominal4,nominal17,nominal22,2143,88.38314184116147,87.91799552597514,3,105,129,18.88994616550469,4981
133.0712055947033,nominal4,nominal14,nominal24,3992,86.09386347185145,85.98770715461366,8,105,130,17.091734924095192,4012
132.87,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.0,4000
133.27772173832494,nominal4,nominal14,nominal24,3992,86.02963651301451,86.04445543223684,8,105,130,17.03204796802315,4005
132.87,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.0,4000
133.94376634015734,nominal3,nominal17,nominal22,3993,86.02789682577735,85.97501278043998,7,105,130,16.990857669989424,4011
132.87,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.0,4000
132.47289883567421,nominal3,nominal14,nominal24,4663,89.40036115595349,81.57089274237772,10,105,129,17.52718231977309,3505
132.88,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.5,3500
132.88,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.5,3500
132.2004543861149,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.63216058485337,3500
133.8250921970992,nominal4,nominal18,nominal22,4685,89.40193744938091,81.44900700069918,9,105,129,17.419620171157785,3502
132.88,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,17.5,3500
133.03976154640074,nominal4,nominal13,nominal24,3736,89.49275685088664,81.55915410784579,8,105,129,13.075003928650725,4985
133.43058247912833,nominal4,nominal13,nominal23,3754,89.39819188936741,81.41968802836611,7,105,129,13.093807738495618,5010
132.23935214715996,nominal4,nominal13,nominal24,3712,89.48197405396436,81.42196710151924,8,105,129,12.979833937452206,4987
132.02461662059014,nominal4,nominal15,nominal24,3708,89.34194823924906,81.54132849338903,7,105,129,13.069264640272143,4981
132.91231202813154,nominal4,nominal13,nominal21,3721,89.40145961487042,81.59899901625633,8,105,129,12.93773377595833,4996
132.93,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,5000
133.5244440106718,nominal4,nominal18,nominal24,2705,88.33684395165294,87.90635693206477,3,105,130,16.523924833340498,4992
132.95,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,5000
132.37008715716775,nominal3,nominal18,nominal24,2684,88.35751648393543,87.99887459201636,3,105,130,16.518355074649186,5014
132.15565173245497,nominal4,nominal17,nominal24,2694,88.35628608799023,87.87288452328576,4,105,130,16.46311534352825,4986
132.95,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,5000
132.26552040562962,nominal3,nominal14,nominal24,2691,88.39841439081924,88.06150186926226,4,105,130,16.451028602534894,4987
133.29476022098584,nominal3,nominal6,nominal23,2529,83.90630110878386,86.9441037204715,4,105,129,14.468453352926668,4485
133.04,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,4500
132.19547855388367,nominal4,nominal18,nominal24,2490,84.04597497492429,87.01502793680265,5,105,130,14.483255614834546,4488
132.94592397920232,nominal4,nominal14,nominal21,2476,84.0273657945574,87.04278916254601,4,105,129,14.494644221049215,4494
133.04,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,4500
132.98667027430042,nominal4,nominal5,nominal24,2485,83.92520184266479,87.04268514952184,4,105,129,14.434084489507763,4489
133.07531627314847,nominal4,nominal18,nominal24,2482,84.04286904466782,87.0665174769053,4,105,129,12.043307221306813,5009
134.28078075198337,nominal4,nominal10,nominal24,2491,83.98196643963881,86.9564703273195,5,105,130,11.911842788901565,4988
121.63000000000001,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.0,5000
133.02548115769358,nominal4,nominal14,nominal24,2523,83.98008621323319,87.0613094475636,4,105,130,11.946644209678624,4987
133.11,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.0,5000
121.63000000000001,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,12.0,5000
133.25,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,5000
133.07868830500914,nominal3,nominal13,nominal24,3220,88.42514398482078,87.98135653290204,5,105,130,12.440354315258798,4995
133.60341303422177,nominal3,nominal17,nominal24,3231,88.39961422037415,87.88561800764701,5,105,129,12.543854023951196,5001
134.2072736079916,nominal4,nominal16,nominal24,3238,88.40869625343227,88.0334136457768,5,105,129,12.447010265550496,4989
132.54127850968138,nominal4,nominal7,nominal21,3262,88.38999737223683,87.97997536296072,6,105,130,12.385915500301303,4997
132.84530621258597,nominal3,nominal6,nominal24,3255,88.37472797401209,87.95924015237128,6,105,129,12.496273905769916,5004
132.36240233323358,nominal3,nominal12,nominal23,2879,92.39548121472853,89.01669466754403,5,105,130,16.4837624164349,5027
133.43,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.5,5000
133.6391138660985,nominal4,nominal11,nominal22,2886,92.4586750745373,89.04207901713512,4,105,129,16.432767248625137,4991
134.0825214669333,nominal4,nominal13,nominal24,2875,92.43223050096525,88.99801353638112,4,105,129,16.455662773122913,4991
132.8742005649392,nominal4,nominal14,nominal22,2878,92.49800972147874,88.91259503386614,4,105,130,16.423115751028856,4997
134.35871264777424,nominal3,nominal18,nominal24,2899,92.43234311258823,89.06637915021973,4,105,129,16.418188114744186,4981
133.7529256164682,nominal4,nominal14,nominal21,4004,85.96297139783367,86.07177450022331,8,105,130,11.95928024551768,4993
133.8102223192249,nominal4,nominal13,nominal24,3997,86.05476472529631,85.97303139855487,7,105,129,11.997775323044609,4996
134.27347190755242,nominal4,nominal14,nominal24,3993,86.01508922313054,85.99878008274226,7,105,129,12.061160441397611,4997
134.1,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.0,5000
133.14159647674578,nominal4,nominal13,nominal24,3963,86.03533983767242,86.00392237281318,8,105,130,11.93608501563683,5002
134.31780252931895,nominal3,nominal13,nominal24,3981,85.9249406160495,86.13836460534057,7,105,130,12.036033901677298,5002
133.35890563208915,nominal4,nominal15,nominal24,2774,89.32729396959559,81.52201891652011,5,105,129,17.974287257129536,4995
134.33844606875164,nominal4,nominal17,nominal21,2803,89.50470143491627,81.45682663873647,5,105,130,18.004612496457266,4986
134.8921200791438,nominal4,nominal15,nominal24,2785,89.39689143424086,81.56021350515368,6,105,130,17.993717512774893,5003
134.40976914355298,nominal4,nominal15,nominal24,2796,89.35823384999485,81.53258922957846,6,105,130,17.934973531628696,4998
132.5877274767151,nominal4,nominal6,nominal24,2800,89.31589000575651,81.4481815796842,6,105,129,18.07456341550104,5005
135.53470695993082,nominal3,nominal17,nominal21,2785,89.35405484414018,81.51881953790921,5,105,129,17.929834199786146,4999
135.6810184061065,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.701177337611814,4500
133.22670159950795,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.734973988144734,4500
134.0308659737526,nominal4,nominal18,nominal22,2667,88.29774522325904,87.97702064598604,3,105,130,19.51419866695416,4495
133.58420797256804,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.604534436841767,4500
133.73079612838552,nominal4,nominal6,nominal21,2676,88.3667939653339,88.03091331129988,3,105,129,19.469029578015142,4495
134.14,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,4500
134.69597957133632,nominal4,nominal10,nominal22,3967,86.07771224810107,85.96978283607964,8,105,130,14.494195799162066,4510
133.99315686435602,nominal4,nominal10,nominal24,4004,86.02947850698843,85.9908878843738,8,105,129,14.501316758906329,4487
134.85038221950754,nominal4,nominal15,nominal24,4012,86.01674179895736,86.02418291723838,8,105,129,14.417412895771175,4503
134.17579839569882,nominal4,nominal11,nominal22,3993,85.94271168012764,85.99665508633329,7,105,129,14.39987997037855,4499
134.31249182597625,nominal4,nominal18,nominal22,3980,85.97096424253431,85.93353007212427,8,105,129,14.565778903052442,4493
134.91258055670775,nominal4,nominal14,nominal24,4014,86.04192026571907,85.9163315662036,8,105,129,14.51159054787622,4504
134.3764626619741,nominal4,nominal6,nominal24,3002,83.96842725230118,87.0420743094426,6,105,130,10.976981147790365,4983
128.095,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,11.0,5000
135.68005252578706,nominal4,nominal17,nominal22,2996,83.91388344490571,87.08582492532392,5,105,129,11.002411994187803,5010
134.48847076524646,nominal4,nominal6,nominal22,3000,83.89355340027667,87.08901612859067,5,105,129,11.02359104540427,4996
134.3087324686797,nominal4,nominal18,nominal22,2989,83.94089575548536,86.99736700442259,5,105,129,10.91647529905663,4987
134.52221331460072,nominal4,nominal17,nominal24,3005,83.97695277522655,86.97159225225526,5,105,130,11.063058309715926,5029
135.59675708922865,nominal4,nominal13,nominal21,3237,88.3593245937579,87.99322438339813,6,105,129,15.43874622036557,4500
135.35771875454714,nominal4,nominal12,nominal24,3205,88.41709865713857,88.03853273923083,6,105,129,15.444314087167282,4488
134.56397034023098,nominal3,nominal6,nominal22,3205,88.32485460578548,87.9311687982995,6,105,130,15.400346254994528,4503
135.31,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.5,4500
135.83872453917718,nominal4,nominal6,nominal21,3225,88.41384464052528,87.896417018304,6,105,129,15.598622938962755,4502
135.58090159412305,nominal4,nominal18,nominal24,3247,88.38496223700764,88.10745129013922,6,105,129,15.288455141963254,4502
136.29641649607996,nominal4,nominal14,nominal24,3739,89.40573217045208,81.5163472278347,7,105,130,16.039137562149055,4492
135.93302299621692,nominal4,nominal13,nominal24,3724,89.42161583788115,81.5290732634484,7,105,130,15.965356892101344,4487
135.54291115705755,nominal4,nominal13,nominal24,3712,89.39215376851332,81.60792926019603,7,105,129,16.0660427748677,4508
136.4704030339205,nominal4,nominal15,nominal22,3729,89.43675674142699,81.47876778648168,8,105,129,16.019179095717174,4498
135.71582999406849,nominal4,nominal13,nominal22,3736,89.3487624747001,81.52675786788024,8,105,129,15.955034845761904,4504
136.0,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,16.0,4500
136.50110363693906,nominal4,nominal16,nominal24,3236,88.41910392313441,87.99805247255068,5,105,130,17.396595089689487,4200
135.88215050523235,nominal4,nominal10,nominal24,3207,88.32871048424897,87.9246514775587,5,105,129,17.372783570589814,4184
135.78870504894098,nominal3,nominal14,nominal22,3222,88.49287650292483,87.88975056576597,6,105,129,17.457676811829288,4207
136.39329013590168,nominal4,nominal12,nominal24,3251,88.46524102157204,87.9876376951631,6,105,130,17.35914587695005,4192
136.3390111611046,nominal4,nominal12,nominal24,3221,88.40983193775794,88.00356249322397,6,105,130,17.523103136978683,4215
136.48530508842023,nominal4,nominal12,nominal22,3229,88.41139416059788,87.97166908098234,6,105,129,17.551258562315958,4207
136.43644775840664,nominal4,nominal16,nominal24,4654,89.35336938497274,81.57459294340808,9,105,130,12.555828671103626,4492
136.23107984848798,nominal4,nominal13,nominal24,4690,89.3422987307358,81.47957112883597,10,105,130,12.584158306625136,4505
137.0229583499596,nominal3,nominal13,nominal24,4648,89.48562346784333,81.4634320989034,10,105,129,12.474668498058424,4493
136.09760570107844,nominal4,nominal6,nominal21,4662,89.25834466677894,81.40866712905976,10,105,130,12.42553419831449,4516
136.38,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,4500
136.5938303872549,nominal3,nominal13,nominal23,4681,89.40328882076028,81.58167345670216,10,105,129,12.551210850541548,4476
136.23163187320836,nominal4,nominal16,nominal24,4661,89.4102322155315,81.48706042782646,10,105,130,9.894168330247044,5000
136.63460326611636,nominal4,nominal14,nominal24,4675,89.41831849653654,81.47722824002707,9,105,130,10.058460925744683,4995
137.72678393083487,nominal4,nominal17,nominal21,4683,89.44501400839742,81.47912265911089,9,105,129,9.90918577268532,4982
136.56,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.0,5000
136.56,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.0,5000
136.07005388520452,nominal3,nominal11,nominal24,4654,89.39092618518548,81.49348999351116,10,105,129,10.017291437676917,5003
136.67366021076907,nominal4,nominal18,nominal24,2707,88.30028402950965,88.00280824350385,3,105,130,16.968042202880852,4998
136.9108673537805,nominal4,nominal7,nominal24,2692,88.35213053961664,88.06074613306298,3,105,129,17.00105548382028,5022
137.24211326016146,nominal4,nominal12,nominal24,2645,88.38719803868234,87.98698030987985,3,105,130,16.894557889790747,4995
137.09144850179308,nominal3,nominal17,nominal24,2672,88.37381827580764,88.13657559460832,4,105,130,17.032254338356157,4997
136.95881368593913,nominal4,nominal12,nominal22,2661,88.31195609416908,87.97064955160133,4,105,129,17.065283125271417,5027
136.80183568728452,nominal4,nominal12,nominal24,2664,88.38897973805149,88.0102507587308,3,105,130,16.912914723077936,5013
137.34001929545235,nominal3,nominal12,nominal24,2470,83.9809599145334,86.99231784079365,4,105,129,14.827840201736418,4524
137.98493471136328,nominal3,nominal18,nominal24,2521,83.94048024959771,86.9326386477933,5,105,130,15.009128961997785,4511
137.19342000191222,nominal4,nominal6,nominal24,2506,83.93629735792764,86.88145912032537,5,105,129,14.993571796711878,4514
137.19313803148736,nominal4,nominal17,nominal24,2510,84.01660521057941,86.9964338883892,5,105,129,14.961788266029153,4500
137.7097229704256,nominal4,nominal18,nominal21,2479,83.94216379108174,86.92113097122913,5,105,130,14.926338449983273,4507
136.8977734489283,nominal4,nominal6,nominal24,2512,84.10213363311198,87.04322222050916,4,105,130,15.054606582981522,4496
137.24861145151033,nominal4,nominal12,nominal21,3987,86.01833953812745,86.02952020635188,8,105,130,17.454264094858235,4011
137.11027202644735,nominal4,nominal15,nominal24,3983,85.89077265582647,86.04283485650346,8,105,129,17.448977193779992,3979
137.0348193627934,nominal4,nominal12,nominal24,3987,86.01334360179106,86.00888928860799,8,105,129,17.501798287325453,3991
137.1761144979013,nominal4,nominal13,nominal24,3992,85.9357990686583,86.02594583624546,8,105,129,17.385285416837732,3987
137.07,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,4000
137.07345881524793,nominal4,nominal18,nominal21,3999,85.983274022471,85.99866619203229,7,105,130,17.493394225771848,3998
137.15,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.5,5000
