critical_temp,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
130.9,5,91.50808,54.627075,64.5702746,35.61295129,1.327464648,1.534120432,184.5906,12.156125,68.00989708,54.53353424,831.2,995.6,781.4832078,931.7166367,1.547988788,1.091555212,810.6,593.7375,295.5415436,336.4568453,162.2,117.75,142.3329728,93.7140393,1.50889625,1.558910227,205,20.9375,67.33617156,75.90989725,5511.0858,3159.0895,988.2823632,82.93595575,1.139379444,1.135919345,13532.571,1679.2855,5026.19189,4285.014796,56.644,96.24,17.26127816,50.09237969,0.954578305,0.674064213,141.0,71.15625,61.47434541,60.15263772,6.4304,4.777875,3.400959984,1.362928443,1.286589738,1.196728129,12.878,2.34525,4.627845356,5.178574489,125.265316,102.78204,12.60082883,1.59273649,0.810628981,0.685323715,399.97342,74.98671,156.1639483,156.4629612,2.0,2.0,2.0,2.0,1.609437912,1.353591352,0,0.875,0.0,0.0
130.9,6,109.0844948,84.59030153,77.76054238,66.3304794,1.539636658,1.514131086,184.5906,28.7394,73.47861509,56.616387,840.8833333,746.0622222,798.4990874,711.5314773,1.74081497,1.625453761,810.6,228.5711111,270.658773,246.6270178,164.1666667,172.0666667,147.1790996,157.7488769,1.70862524,1.476276006,205,52.35555556,61.62633816,59.30576138,7809.238167,5743.181,1621.786779,1967.627668,1.347607515,1.301420415,19298.571,2986.507889,6889.099525,4648.370979,84.58666667,65.21111111,26.46665186,24.82872759,1.219092593,1.065034413,222.8,39.83333333,83.98338559,63.01070076,7.442,8.548222222,4.224930837,5.805435094,1.519317536,1.221080824,12.878,4.342,4.792090706,4.30166422,157.7210967,189.62962,21.60350693,41.6830182,1.176315591,0.813980404,399.97342,133.33038,159.9673012,169.164147,2.5,2.066666667,2.329986102,2.041141473,1.709472777,1.633956641,3,0.555555556,1.118033989,0.442216639
131.0,5,91.50808,54.627075,64.5702746,35.61295129,1.327464648,1.534120432,184.5906,12.156125,68.00989708,54.53353424,831.2,995.6,781.4832078,931.7166367,1.547988788,1.091555212,810.6,593.7375,295.5415436,336.4568453,162.2,117.75,142.3329728,93.7140393,1.50889625,1.558910227,205,20.9375,67.33617156,75.90989725,5511.0858,3159.0895,988.2823632,82.93595575,1.139379444,1.135919345,13532.571,1679.2855,5026.19189,4285.014796,56.644,96.24,17.26127816,50.09237969,0.954578305,0.674064213,141.0,71.15625,61.47434541,60.15263772,6.4304,4.777875,3.400959984,1.362928443,1.286589738,1.196728129,12.878,2.34525,4.627845356,5.178574489,125.265316,102.78204,12.60082883,1.59273649,0.810628981,0.685323715,399.97342,74.98671,156.1639483,156.4629612,2.0,2.0,2.0,2.0,1.609437912,1.353591352,0,0.875,0.0,0.0
131.0,5,92.26674,52.57799412,64.81266197,34.01301526,1.323286609,1.539917678,188.3839,11.44105882,69.23265515,54.30034773,747.78,989.7411765,702.115184,921.2332129,1.54100619,0.988182668,810.6,660.5294118,293.2861361,349.5182215,159.2,112.7647059,139.7433718,89.61223486,1.507320792,1.551416826,205,20.58823529,67.21130857,74.85949931,5174.2858,2874.285941,962.3642484,64.80381779,1.165065441,1.128206694,11848.571,1580.419941,4506.89548,3987.23466,60.484,100.0905882,29.1775464,62.16297608,1.112638623,0.692576223,138.63,74.98588235,58.434336,57.65617629,6.8124,4.622235294,3.839584976,1.269427727,1.345508467,1.252250291,12.878,2.194235294,4.340205414,5.108071762,132.805316,98.95524824,17.74741317,1.384604507,0.949904122,0.764464876,399.97342,70.57416353,151.1646393,152.6814459,2.2,2.058823529,2.168943542,2.048275192,1.594166699,1.350678341,1,0.882352941,0.4,0.235294118
131.0,5,92.26674,81.68398571,64.81266197,64.39618728,1.323286609,1.380621656,188.3839,29.56052571,69.23265515,54.76930511,747.78,705.5514286,702.115184,674.8192288,1.54100619,1.497426489,810.6,204.9514286,293.2861361,237.4703775,159.2,170.7428571,139.7433718,156.0900509,1.507320792,1.386009455,205,52.34285714,67.21130857,60.31457671,5174.2858,5244.449029,962.3642484,1826.187836,1.165065441,1.100801712,11848.571,3071.836686,4506.89548,3927.117852,60.484,63.58457143,29.1775464,30.0451759,1.112638623,0.950734347,138.63,40.224,58.434336,57.45733942,6.8124,8.657371429,3.839584976,6.0409956,1.345508467,1.154054172,12.878,4.466057143,4.340205414,4.087042711,132.805316,190.9173234,17.74741317,46.50238605,0.949904122,0.742909212,399.97342,137.1398194,151.1646393,166.7513246,2.2,2.085714286,2.168943542,2.07073027,1.594166699,1.531463762,1,0.457142857,0.4,0.279941685
131.3,7,104.4810571,53.43596063,78.4657889,35.24991176,1.726412222,1.743572533,184.5906,12.50198563,66.4741047,53.03640477,780.5857143,994.2734375,739.9628922,931.0094049,1.890625424,1.14184672,810.6,649.4334375,268.2287479,335.8515427,174.0,117.186875,157.5085827,93.51013308,1.872421663,1.714307194,205,25.425,60.46014035,74.90531992,7315.061286,3210.57075,1759.076846,82.7697605,1.464579258,1.333994958,21018.571,1679.2855,7094.865414,4510.394511,43.67857143,96.1863875,14.86130152,50.2876809,1.191672942,0.682285187,141.0,71.1703125,55.9107798,60.22349111,10.45028571,5.06578125,5.316903658,1.397448029,1.527932215,1.433420316,32.778,2.34525,10.01695479,5.843269217,101.3323686,103.5154775,17.65053341,1.642200253,1.156370784,0.732557167,399.97342,74.98671,137.3442746,156.1071821,2.714285714,2.046875,2.391960491,2.023627784,1.789747547,1.494030165,5,0.9575,1.749635531,0.481848248
131.5,6,110.7900667,56.44287437,78.41975593,36.03667526,1.5341477,1.628903484,191.2006,15.19225888,75.58723525,57.11973938,811.8666667,1001.760533,770.0240561,938.2419061,1.737866693,1.106560794,810.6,658.8335025,273.2329145,335.1904614,160.8333333,116.5926396,144.2142095,92.69022793,1.707080191,1.610331231,205,30.44543147,61.54515054,75.87289195,6482.5715,3223.37132,1484.236292,79.78707856,1.410726824,1.252381591,13532.571,1625.264467,5076.523721,4360.674459,53.30333333,96.96897843,19.56475018,51.7590328,1.201034387,0.685823207,141.0,72.23984772,56.61312765,59.66683637,6.153666667,4.639409898,3.5982196,1.312070573,1.505220022,1.246951668,12.878,2.325831218,4.269703412,5.133141271,110.2210967,97.74509137,14.93977078,1.443251026,0.974763503,0.695018184,399.97342,72.5753401,146.4728358,154.6964615,2.333333333,2.021573604,2.244924097,2.015009726,1.747868097,1.411730094,2,0.972081218,0.745355992,0.206595711
132.0,5,91.50808,54.03280308,64.5702746,35.17723874,1.327464648,1.53582338,184.5906,11.96910769,68.00989708,54.3208628,831.2,1000.484615,781.4832078,936.6479191,1.547988788,1.077815948,810.6,604.8046154,295.5415436,336.1378093,162.2,116.6769231,142.3329728,92.75438515,1.50889625,1.55903246,205,20.61538462,67.33617156,75.81132607,5511.0858,3110.510108,988.2823632,77.91280575,1.139379444,1.135970536,13532.571,1653.428354,5026.19189,4269.649486,56.644,96.95169231,17.26127816,50.90458999,0.954578305,0.665530324,141.0,72.25384615,61.47434541,59.95906469,6.4304,4.707784615,3.400959984,1.325403554,1.286589738,1.198578376,12.878,2.305753846,4.627845356,5.169087456,125.265316,101.2011868,12.60082883,1.495534402,0.810628981,0.685357061,399.97342,73.83265938,156.1639483,155.7689793,2.0,2.0,2.0,2.0,1.609437912,1.343312325,0,0.892307692,0.0,0.0
132.0,5,91.50808,84.67082222,64.5702746,66.3573546,1.327464648,1.383779017,184.5906,28.7394,68.00989708,56.77849755,831.2,748.6555556,781.4832078,713.48379,1.547988788,1.557476718,810.6,136.6666667,295.5415436,248.724203,162.2,172.0,142.3329728,157.6879214,1.50889625,1.420096789,205,50.88888889,67.33617156,59.30523679,5511.0858,5615.047667,988.2823632,1952.170674,1.139379444,1.134343516,13532.571,2986.507889,5026.19189,4342.302453,56.644,60.26,17.26127816,22.21400945,0.954578305,0.863699851,141.0,39.8,61.47434541,58.93733056,6.4304,8.321333333,3.400959984,5.590560348,1.286589738,1.12912095,12.878,4.342,4.627845356,4.356161511,125.265316,182.7029533,12.60082883,38.43378143,0.810628981,0.684308632,399.97342,133.33038,156.1639483,170.0632458,2.0,2.0,2.0,2.0,1.609437912,1.522955068,0,0.444444444,0.0,0.0
132.0,5,92.26674,46.63370278,64.81266197,31.57585595,1.323286609,1.514047318,188.3839,10.80544444,69.23265515,46.76457935,747.78,1012.041667,702.115184,945.7093318,1.54100619,0.917908047,810.6,713.1416667,293.2861361,343.3488988,159.2,108.8611111,139.7433718,86.38187394,1.507320792,1.493071397,205,23.86111111,67.21130857,74.07659429,5174.2858,2634.405,962.3642484,52.02313345,1.165065441,0.996891691,11848.571,1741.428333,4506.89548,3769.176566,60.484,105.2022222,29.1775464,68.34988209,1.112638623,0.666000976,138.63,78.73666667,58.434336,55.21926129,6.8124,4.625,3.839584976,1.189216951,1.345508467,1.159927664,12.878,2.430555556,4.340205414,5.264027767,132.805316,103.2925444,17.74741317,1.180432924,0.949904122,0.676159658,399.97342,77.76301111,151.1646393,158.0537377,2.2,2.027777778,2.168943542,2.02265317,1.594166699,1.262118588,1,1.027777778,0.4,0.16433555
132.0,6,96.55006667,54.38073125,71.77027897,35.55743716,1.562653171,1.565570577,184.5906,16.785375,63.09962941,54.04952211,831.55,995.0603125,789.8899818,931.168414,1.740572976,1.101518607,810.6,653.9459375,269.7924187,336.5782168,157.3333333,117.63125,140.7331927,93.64046916,1.702883616,1.572952687,205,31.209375,62.42506619,75.85620623,5708.738167,3137.723875,1359.505349,82.75381477,1.410736444,1.165705554,13532.571,1679.2855,4609.501389,4250.134021,64.65333333,96.5625,23.31051702,50.76141409,1.280097014,0.694128679,141.0,71.1609375,58.90664696,59.92003437,8.642,4.83228125,4.557698993,1.372125312,1.46180755,1.246265127,19.478,2.3946875,6.50410127,5.243202705,108.3877633,102.8311025,14.02925041,1.598030158,0.938691715,0.68965375,399.97342,74.98671,147.4683284,156.4357857,2.5,2.009375,2.329986102,2.005735024,1.709472777,1.384089587,3,0.984375,1.118033989,0.167442854
132.0,6,107.2912333,54.46526625,77.03590608,35.58315409,1.544972237,1.63761211,184.5906,15.07104625,71.41424738,54.11997148,819.1833333,992.822375,777.7073569,928.7695889,1.739251796,1.111565334,810.6,648.010125,271.1260557,337.3774067,166.5,117.94125,149.0896774,93.81401584,1.708524927,1.605693542,205,29.51,62.21669122,76.06507279,8095.904833,3243.307,1645.026845,83.34775901,1.33040576,1.302317381,21018.571,1679.2855,7379.608251,4553.263606,49.87,96.403125,17.04436358,51.4442674,1.11214992,0.685290483,141.0,71.173125,58.12642543,59.91468604,10.85866667,5.1233625,4.966917254,1.404456161,1.327984399,1.357881249,32.778,2.34525,10.76546278,5.965662899,112.3877633,103.228665,15.74730115,1.624494575,1.00961275,0.710185244,399.97342,74.98671,145.436604,156.2491398,2.833333333,2.05625,2.464381858,2.028386732,1.624222588,1.447733027,5,0.92125,1.863389981,0.527338542
132.0,6,110.3206167,54.84044813,78.24106661,35.65049981,1.535695486,1.608575171,188.3839,15.9121875,74.99341813,55.1086141,790.8166667,972.138125,745.4868168,904.0710266,1.730903467,1.064116888,810.6,650.2625,284.5020294,349.2143901,161.1666667,116.90625,144.5246856,93.2313311,1.707333894,1.581501658,205,30.55625,61.51264549,75.39494321,6567.5715,3064.3645,1495.158598,82.31837503,1.408218385,1.215238792,13532.571,1679.2855,5160.715157,4067.722837,50.65333333,97.32,17.7919077,58.06171536,1.138284462,0.724772203,141.0,71.240625,57.69476916,58.59412108,6.058666667,4.8853125,3.52270398,1.41023043,1.495878434,1.252305148,12.878,2.4419375,4.305622939,5.145552876,112.05443,104.902665,15.63599653,1.75378324,1.00469685,0.76030916,399.97342,74.98671,145.5860107,155.4200334,2.166666667,2.05625,2.139826388,2.04613898,1.778233306,1.409514498,1,0.9875,0.372677996,0.230403857
132.0,6,110.7900667,54.7097,78.41975593,35.62738703,1.5341477,1.65110213,191.2006,14.575875,75.58723525,54.75916411,811.8666667,991.965,770.0240561,927.7516157,1.737866693,1.110670264,810.6,647.61,273.2329145,337.8926538,160.8333333,117.5375,144.2142095,93.59145845,1.707080191,1.599890193,205,29.7,61.54515054,75.78422391,6482.5715,3131.6645,1484.236292,82.75279856,1.410726824,1.254680519,13532.571,1679.2855,5076.523721,4225.12796,53.30333333,96.67875,19.56475018,52.13315839,1.201034387,0.699693563,141.0,71.175,56.61312765,59.58534298,6.153666667,4.808875,3.5982196,1.37548732,1.505220022,1.234265177,12.878,2.396625,4.269703412,5.171006138,110.2210967,103.11579,14.93977078,1.621646931,0.974763503,0.705086742,399.97342,74.98671,146.4728358,156.2894469,2.333333333,2.025,2.244924097,2.017403968,1.747868097,1.417176255,2,0.95,0.745355992,0.22220486
132.0,7,106.4548286,87.073804,78.77454053,67.92072625,1.709748081,1.563908688,192.981,32.219264,71.39359405,62.73548006,778.2714286,724.743,749.292323,701.1597267,1.90483776,1.698270079,764.1,215.167,235.4549985,211.6059608,148.0,159.73,136.1249209,149.245621,1.879986178,1.57877972,171,42.47,49.93138149,47.9983031,5851.204143,5496.1129,1686.253414,2097.029435,1.626667286,1.320422444,11338.571,2687.8571,4123.77569,3918.06244,72.4,69.277,39.62474933,31.72405743,1.617380715,1.249706489,138.63,35.196,52.01991075,55.50119756,9.318857143,9.3443,5.732829597,6.855114466,1.717087722,1.450086312,19.478,3.9078,5.736550667,3.889909113,100.2895114,169.572658,17.48743206,39.51042077,1.144010779,0.794819699,399.97342,119.997342,137.6766906,165.9604282,3.142857143,2.57,2.869005799,2.386221185,1.855372725,1.700383962,3,0.75,1.355261854,1.15112988
132.0,7,107.0776714,57.71699063,79.51678854,37.41909634,1.71687422,1.804578021,188.3839,14.661,69.88334946,55.26497178,756.2714286,980.040625,713.6066339,912.1979676,1.88454806,1.147802067,810.6,638.146875,276.6560821,346.8140098,169.4285714,118.84375,153.3656307,94.1561781,1.870445476,1.765074925,205,26.75,60.43853346,77.43106183,6005.061286,3173.9645,1620.78578,85.36719027,1.554082497,1.391219973,13532.571,1679.2855,4972.60252,4148.911258,44.35,97.00625,15.41826369,56.18146034,1.21637817,0.71852744,141.0,71.203125,55.60172505,59.03654704,6.336,4.8038125,3.960626063,1.383348947,1.698021006,1.397390653,12.878,2.3846875,4.043702547,5.137923276,101.0466543,93.647665,17.54354472,1.506863107,1.151969813,0.70565503,399.97342,74.98671,137.4569576,154.6462269,2.142857143,2.03125,2.119268045,2.025502798,1.933809999,1.510841929,1,0.9375,0.349927106,0.173992636
132.25,7,106.4548286,90.97934505,78.77454053,69.26321298,1.709748081,1.577289445,192.981,35.40578462,71.39359405,66.3888584,778.2714286,722.4120879,749.292323,696.6540317,1.90483776,1.75907641,764.1,154.5791209,235.4549985,221.7116595,148.0,161.2857143,136.1249209,149.771292,1.879986178,1.61028348,171,46.67032967,49.93138149,50.05783155,5851.204143,5179.684505,1686.253414,1821.174204,1.626667286,1.44349036,11338.571,1969.073736,4123.77569,3978.20388,72.4,63.35494505,39.62474933,27.45472923,1.617380715,1.369347499,138.63,25.5010989,52.01991075,55.49851609,9.318857143,8.881318681,5.732829597,6.358821955,1.717087722,1.540369138,19.478,2.854725275,5.736550667,3.885029992,100.2895114,142.7721516,17.48743206,30.59534215,1.144010779,0.924844403,399.97342,87.90916703,137.6766906,154.637693,3.142857143,2.648351648,2.869005799,2.446822833,1.855372725,1.727324237,3,0.824175824,1.355261854,1.198658833
132.5,5,91.50808,54.627075,64.5702746,35.61295129,1.327464648,1.534120432,184.5906,12.156125,68.00989708,54.53353424,831.2,995.6,781.4832078,931.7166367,1.547988788,1.091555212,810.6,593.7375,295.5415436,336.4568453,162.2,117.75,142.3329728,93.7140393,1.50889625,1.558910227,205,20.9375,67.33617156,75.90989725,5511.0858,3159.0895,988.2823632,82.93595575,1.139379444,1.135919345,13532.571,1679.2855,5026.19189,4285.014796,56.644,96.24,17.26127816,50.09237969,0.954578305,0.674064213,141.0,71.15625,61.47434541,60.15263772,6.4304,4.777875,3.400959984,1.362928443,1.286589738,1.196728129,12.878,2.34525,4.627845356,5.178574489,125.265316,102.78204,12.60082883,1.59273649,0.810628981,0.685323715,399.97342,74.98671,156.1639483,156.4629612,2.0,2.0,2.0,2.0,1.609437912,1.353591352,0,0.875,0.0,0.0
132.52,6,107.2912333,54.58212813,77.03590608,35.60467179,1.544972237,1.577271511,184.5906,16.58397813,71.41424738,54.41901922,819.1833333,994.8284375,777.7073569,930.8970756,1.739251796,1.100378844,810.6,654.1778125,271.1260557,336.7151077,166.5,117.803125,149.0896774,93.74179987,1.708524927,1.578628637,205,31.0375,62.21669122,75.95308167,8095.904833,3182.48325,1645.026845,83.05014102,1.33040576,1.210330492,21018.571,1679.2855,7379.608251,4361.346842,49.87,96.2853125,17.04436358,50.46430001,1.11214992,0.677854758,141.0,71.2,58.12642543,60.08667898,10.85866667,4.87384375,4.966917254,1.374339172,1.327984399,1.270492381,32.778,2.353125,10.76546278,5.410924832,112.3877633,102.9061025,15.74730115,1.601495379,1.00961275,0.694134368,399.97342,74.98671,145.436604,156.4037236,2.833333333,2.015625,2.464381858,2.007845115,1.624222588,1.394311349,5,0.978125,1.863389981,0.279071423
132.6,6,107.2912333,54.46526625,77.03590608,35.58315409,1.544972237,1.63761211,184.5906,15.07104625,71.41424738,54.11997148,819.1833333,992.822375,777.7073569,928.7695889,1.739251796,1.111565334,810.6,648.010125,271.1260557,337.3774067,166.5,117.94125,149.0896774,93.81401584,1.708524927,1.605693542,205,29.51,62.21669122,76.06507279,8095.904833,3243.307,1645.026845,83.34775901,1.33040576,1.302317381,21018.571,1679.2855,7379.608251,4553.263606,49.87,96.403125,17.04436358,51.4442674,1.11214992,0.685290483,141.0,71.173125,58.12642543,59.91468604,10.85866667,5.1233625,4.966917254,1.404456161,1.327984399,1.357881249,32.778,2.34525,10.76546278,5.965662899,112.3877633,103.228665,15.74730115,1.624494575,1.00961275,0.710185244,399.97342,74.98671,145.436604,156.2491398,2.833333333,2.05625,2.464381858,2.028386732,1.624222588,1.447733027,5,0.92125,1.863389981,0.527338542
132.62,6,107.2912333,54.53718125,77.03590608,35.59639421,1.544972237,1.605097791,184.5906,16.00208125,71.41424738,54.30422551,819.1833333,994.056875,777.7073569,930.0782353,1.739251796,1.105742038,810.6,651.805625,271.1260557,336.9714054,166.5,117.85625,149.0896774,93.76956866,1.708524927,1.591180206,205,30.45,62.21669122,75.99620442,8095.904833,3205.877,1645.026845,83.1644835,1.33040576,1.254609861,21018.571,1679.2855,7379.608251,4436.242352,49.87,96.330625,17.04436358,50.83898173,1.11214992,0.680919847,141.0,71.165625,58.12642543,60.02061354,10.85866667,4.9698125,4.966917254,1.385845434,1.327984399,1.312946246,32.778,2.34525,10.76546278,5.632065459,112.3877633,103.030165,15.74730115,1.610302435,1.00961275,0.700893714,399.97342,74.98671,145.436604,156.3443652,2.833333333,2.03125,2.464381858,2.015721003,1.624222588,1.419373173,5,0.95625,1.863389981,0.394047507
132.72,6,107.2912333,54.40234063,77.03590608,35.57157303,1.544972237,1.658096284,184.5906,14.25639063,71.41424738,53.95815446,819.1833333,991.7421875,777.7073569,927.6260338,1.739251796,1.114800661,810.6,644.6890625,271.1260557,337.7285559,166.5,118.015625,149.0896774,93.85292441,1.708524927,1.614741671,205,28.6875,62.21669122,76.12520365,8095.904833,3276.05825,1645.026845,83.50845638,1.33040576,1.329317682,21018.571,1679.2855,7379.608251,4652.996755,49.87,96.4665625,17.04436358,51.97980101,1.11214992,0.688785469,141.0,71.1796875,58.12642543,59.82177353,10.85866667,5.25771875,4.966917254,1.420945451,1.327984399,1.383550615,32.778,2.34890625,10.76546278,6.239855987,112.3877633,103.4023525,15.74730115,1.637015265,1.00961275,0.717366522,399.97342,74.98671,145.436604,156.165563,2.833333333,2.078125,2.464381858,2.039534513,1.624222588,1.465262089,5,0.90625,1.863389981,0.620097964
132.9,5,91.50808,52.39650647,64.5702746,34.79588646,1.327464648,1.529281115,184.5906,12.47554722,68.00989708,51.55079321,831.2,992.5052429,781.4832078,927.5461459,1.547988788,1.067415541,810.6,615.3248389,295.5415436,339.5381745,162.2,117.4403818,142.3329728,93.29173428,1.50889625,1.533602015,205,24.50793257,67.33617156,76.29129515,5511.0858,3005.820919,988.2823632,78.71026319,1.139379444,1.111783866,13532.571,1726.200648,5026.19189,4103.733146,56.644,97.50783342,17.26127816,52.81398982,0.954578305,0.677457754,141.0,71.78080069,61.47434541,59.45043826,6.4304,4.865052801,3.400959984,1.373505662,1.286589738,1.174784028,12.878,2.418412246,4.627845356,5.21935061,125.265316,105.4599191,12.60082883,1.607267961,0.810628981,0.678257818,399.97342,77.08129308,156.1639483,157.7727267,2.0,2.0,2.0,2.0,1.609437912,1.332090713,0,0.915468518,0.0,0.0
132.9,5,91.50808,84.67082222,64.5702746,66.3573546,1.327464648,1.383779017,184.5906,28.7394,68.00989708,56.77849755,831.2,748.6555556,781.4832078,713.48379,1.547988788,1.557476718,810.6,136.6666667,295.5415436,248.724203,162.2,172.0,142.3329728,157.6879214,1.50889625,1.420096789,205,50.88888889,67.33617156,59.30523679,5511.0858,5615.047667,988.2823632,1952.170674,1.139379444,1.134343516,13532.571,2986.507889,5026.19189,4342.302453,56.644,60.26,17.26127816,22.21400945,0.954578305,0.863699851,141.0,39.8,61.47434541,58.93733056,6.4304,8.321333333,3.400959984,5.590560348,1.286589738,1.12912095,12.878,4.342,4.627845356,4.356161511,125.265316,182.7029533,12.60082883,38.43378143,0.810628981,0.684308632,399.97342,133.33038,156.1639483,170.0632458,2.0,2.0,2.0,2.0,1.609437912,1.522955068,0,0.444444444,0.0,0.0
132.9,6,107.2912333,54.49223438,77.03590608,35.58811856,1.544972237,1.626743729,184.5906,15.42018438,71.41424738,54.18915134,819.1833333,993.2853125,777.7073569,929.2601154,1.739251796,1.109688609,810.6,649.4334375,271.1260557,337.2257431,166.5,117.909375,149.0896774,93.79734568,1.708524927,1.600861598,205,29.8625,62.21669122,76.03926559,8095.904833,3229.27075,1645.026845,83.27898341,1.33040576,1.286929026,21018.571,1679.2855,7379.608251,4509.7729,49.87,96.3759375,17.04436358,51.21644534,1.11214992,0.683708108,141.0,71.1703125,58.12642543,59.95444106,10.85866667,5.06578125,4.966917254,1.397448029,1.327984399,1.343427047,32.778,2.34525,10.76546278,5.843269217,112.3877633,103.1542275,15.74730115,1.619157924,1.00961275,0.7068634,399.97342,74.98671,145.436604,156.2848857,2.833333333,2.046875,2.464381858,2.023627784,1.624222588,1.438349406,5,0.934375,1.863389981,0.481848248
133.0,5,91.50808,53.6619716,64.5702746,34.90805512,1.327464648,1.536843506,184.5906,11.85240707,68.00989708,54.18442839,831.2,1003.532663,781.4832078,939.7383034,1.547988788,1.069203838,810.6,611.7106033,295.5415436,335.9025848,162.2,116.0073126,142.3329728,92.1605374,1.50889625,1.559030212,205,20.41438147,67.33617156,75.74204882,5511.0858,3080.196093,988.2823632,74.9336621,1.139379444,1.136003185,13532.571,1637.293243,5026.19189,4259.752594,56.644,97.39579525,17.26127816,51.41807657,0.954578305,0.660177729,141.0,72.93875686,61.47434541,59.83366677,6.4304,4.664047532,3.400959984,1.302512979,1.286589738,1.199749827,12.878,2.281107861,4.627845356,5.162676483,125.265316,100.2147189,12.60082883,1.43790862,0.810628981,0.685378338,399.97342,73.11252055,156.1639483,155.3262046,2.0,2.0,2.0,2.0,1.609437912,1.336778158,0,0.903107861,0.0,0.0
133.0,5,91.50808,53.9161362,64.5702746,35.09232813,1.327464648,1.536147914,184.5906,11.93239264,68.00989708,54.27824945,831.2,1001.443558,781.4832078,937.6190842,1.547988788,1.075109672,810.6,606.9773006,295.5415436,336.0668039,162.2,116.4662577,142.3329728,92.56714397,1.50889625,1.559038356,205,20.55214724,67.33617156,75.7901755,5511.0858,3100.973049,988.2823632,76.9629883,1.139379444,1.135980749,13532.571,1648.352104,5026.19189,4266.561533,56.644,97.09141104,17.26127816,51.06558213,0.954578305,0.663848577,141.0,72.46932515,61.47434541,59.91999656,6.4304,4.69402454,3.400959984,1.318158934,1.286589738,1.198945507,12.878,2.298,4.627845356,5.167111279,125.265316,100.8908352,12.60082883,1.477160102,0.810628981,0.685363715,399.97342,73.6060973,156.1639483,155.6304884,2.0,2.0,2.0,2.0,1.609437912,1.341266558,0,0.895705521,0.0,0.0
133.0,5,91.50808,54.627075,64.5702746,35.61295129,1.327464648,1.534120432,184.5906,12.156125,68.00989708,54.53353424,831.2,995.6,781.4832078,931.7166367,1.547988788,1.091555212,810.6,593.7375,295.5415436,336.4568453,162.2,117.75,142.3329728,93.7140393,1.50889625,1.558910227,205,20.9375,67.33617156,75.90989725,5511.0858,3159.0895,988.2823632,82.93595575,1.139379444,1.135919345,13532.571,1679.2855,5026.19189,4285.014796,56.644,96.24,17.26127816,50.09237969,0.954578305,0.674064213,141.0,71.15625,61.47434541,60.15263772,6.4304,4.777875,3.400959984,1.362928443,1.286589738,1.196728129,12.878,2.34525,4.627845356,5.178574489,125.265316,102.78204,12.60082883,1.59273649,0.810628981,0.685323715,399.97342,74.98671,156.1639483,156.4629612,2.0,2.0,2.0,2.0,1.609437912,1.353591352,0,0.875,0.0,0.0
133.0,6,109.0844948,84.63056188,77.76054238,66.34391564,1.539636658,1.468314584,184.5906,28.7394,73.47861509,56.69751451,840.8833333,747.3588889,798.4990874,712.506965,1.74081497,1.60140175,810.6,238.4522222,270.658773,247.6812243,164.1666667,172.0333333,147.1790996,157.7183962,1.70862524,1.456596346,205,54.28888889,61.62633816,59.30550846,7809.238167,5679.114333,1621.786779,1959.883933,1.347607515,1.246408211,19298.571,2986.507889,6889.099525,4498.397072,84.58666667,62.73555556,26.46665186,23.48500776,1.219092593,0.995111364,222.8,39.81666667,83.98338559,61.05822669,7.442,8.434777778,4.224930837,5.69698475,1.519317536,1.187210299,12.878,4.342,4.792090706,4.330484814,157.7210967,186.1662867,21.60350693,40.02544205,1.176315591,0.763443502,399.97342,133.33038,159.9673012,169.6496472,2.5,2.033333333,2.329986102,2.020466022,1.709472777,1.598778193,3,0.611111111,1.118033989,0.314466038
